"Well","Sample","Target","Concentration","CopiesPer20uLWell","AcceptedDroplets","Positives","Negatives","sample_characters","control_check","sample_name_check15","accepted_droplet_limit2","accepted_droplet_count2","ntc_control_check3","pos_control_check4","pos_control_breakdown","negvalue_control_check55","ext_neg_control_check6","sample_wells_positives7","sample_wells_negatives75","sample_pos_limit_flag9","plate_name"
"C04","26JJ260405I","RSV",0.077845193,1.556903839,16159,1,16158,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C04","26JJ260405I","SC2",0.077845193,1.556903839,16159,1,16158,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C05","26LL260331I","FLUA",0,0,18071,0,18071,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C05","26LL260331I","FLUB",0,0,18071,0,18071,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C05","26LL260331I","RSV",0.069608569,1.392171383,18071,1,18070,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C05","26LL260331I","SC2",0.208837256,4.176744938,18071,3,18068,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C06","26LL260401I","FLUA",0,0,16459,0,16459,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C06","26LL260401I","FLUB",0,0,16459,0,16459,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C06","26LL260401I","RSV",0.15285717,3.05714345,16459,2,16457,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C06","26LL260401I","SC2",0.68800354,13.7600708,16459,9,16450,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C07","23ZZ260404I","FLUA",0.077504642,1.550092816,16230,1,16229,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C07","23ZZ260404I","FLUB",0.155014068,3.100281239,16230,2,16228,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C07","23ZZ260404I","RSV",0,0,16230,0,16230,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C07","23ZZ260404I","SC2",0,0,16230,0,16230,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C08","26HH260401I","FLUA",0,0,13948,0,13948,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C08","26HH260401I","FLUB",0,0,13948,0,13948,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C08","26HH260401I","RSV",0.180377379,3.607547522,13948,2,13946,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"C08","26HH260401I","SC2",0.090185456,1.803709149,13948,1,13947,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D01","26CC260402I","FLUA",0.221162468,4.423249245,17064,3,17061,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D01","26CC260402I","FLUB",0.073716506,1.474330187,17064,1,17063,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D01","26CC260402I","RSV",0,0,17064,0,17064,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D01","26CC260402I","SC2",0.294891954,5.897839069,17064,4,17060,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D02","26CC260402I","FLUA",0,0,17267,0,17267,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D02","26CC260402I","FLUB",0.145703882,2.914077759,17267,2,17265,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D02","26CC260402I","RSV",0,0,17267,0,17267,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D02","26CC260402I","SC2",0.072849832,1.456996679,17267,1,17266,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D03","26CC260402I","FLUA",0,0,16744,0,16744,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D03","26CC260402I","FLUB",0.22538957,4.507791519,16744,3,16741,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D03","26CC260402I","RSV",0,0,16744,0,16744,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D03","26CC260402I","SC2",0,0,16744,0,16744,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D04","26LL260403I","FLUA",0,0,15592,0,15592,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D04","26LL260403I","FLUB",0,0,15592,0,15592,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D04","26LL260403I","RSV",0.080676109,1.613522172,15592,1,15591,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D04","26LL260403I","SC2",0,0,15592,0,15592,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D05","26LL260403I","FLUA",0,0,16094,0,16094,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D05","26LL260403I","FLUB",0,0,16094,0,16094,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D05","26LL260403I","RSV",0.156324059,3.126481056,16094,2,16092,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D05","26LL260403I","SC2",0,0,16094,0,16094,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D06","26LL260403I","FLUA",0,0,15258,0,15258,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D06","26LL260403I","FLUB",0,0,15258,0,15258,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D06","26LL260403I","RSV",0,0,15258,0,15258,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"D06","26LL260403I","SC2",0,0,15258,0,15258,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E01","26CC260405I","FLUA",0.071670987,1.433419704,17551,1,17550,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E01","26CC260405I","FLUB",0,0,17551,0,17551,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E01","26CC260405I","RSV",0,0,17551,0,17551,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E01","26CC260405I","SC2",0,0,17551,0,17551,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E02","26CC260405I","FLUA",0,0,18163,0,18163,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E02","26CC260405I","FLUB",0,0,18163,0,18163,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E02","26CC260405I","RSV",0,0,18163,0,18163,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E02","26CC260405I","SC2",0,0,18163,0,18163,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E03","26CC260405I","FLUA",0,0,16764,0,16764,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E03","26CC260405I","FLUB",0,0,16764,0,16764,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E03","26CC260405I","RSV",0,0,16764,0,16764,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E03","26CC260405I","SC2",0,0,16764,0,16764,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E04","26LL260406I","FLUA",0,0,17012,0,17012,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E04","26LL260406I","FLUB",0,0,17012,0,17012,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E04","26LL260406I","RSV",0.14788802,2.957760334,17012,2,17010,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E04","26LL260406I","SC2",0,0,17012,0,17012,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E05","26LL260406I","FLUA",0,0,15748,0,15748,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E05","26LL260406I","FLUB",0,0,15748,0,15748,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E05","26LL260406I","RSV",0.159758881,3.195177555,15748,2,15746,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E05","26LL260406I","SC2",0.079876907,1.597538114,15748,1,15747,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E06","26LL260406I","FLUA",0,0,17531,0,17531,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E06","26LL260406I","FLUB",0,0,17531,0,17531,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E06","26LL260406I","RSV",0,0,17531,0,17531,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"E06","26LL260406I","SC2",0.143509597,2.870192051,17531,2,17529,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F01","26JJ260331I","FLUA",0.23659581,4.731916428,15951,3,15948,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F01","26JJ260331I","FLUB",0,0,15951,0,15951,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F01","26JJ260331I","RSV",0,0,15951,0,15951,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F01","26JJ260331I","SC2",0.07886032,1.577206373,15951,1,15950,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F02","26JJ260331I","FLUA",0,0,18286,0,18286,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F02","26JJ260331I","FLUB",0,0,18286,0,18286,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F02","26JJ260331I","RSV",0.068790115,1.375802279,18286,1,18285,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F02","26JJ260331I","SC2",0.137583986,2.751679659,18286,2,18284,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F03","26JJ260331I","FLUA",0.075467922,1.509358406,16668,1,16667,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F03","26JJ260331I","FLUB",0,0,16668,0,16668,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F03","26JJ260331I","RSV",0.075467922,1.509358406,16668,1,16667,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F03","26JJ260331I","SC2",0,0,16668,0,16668,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F04","23ZZ260401I","FLUA",0.073764056,1.475281119,17053,1,17052,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F04","23ZZ260401I","FLUB",0,0,17053,0,17053,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F04","23ZZ260401I","RSV",0.073764056,1.475281119,17053,1,17052,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F04","23ZZ260401I","SC2",0.073764056,1.475281119,17053,1,17052,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F05","23ZZ260401I","FLUA",0,0,16327,0,16327,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F05","23ZZ260401I","FLUB",0,0,16327,0,16327,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F05","23ZZ260401I","RSV",0,0,16327,0,16327,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F05","23ZZ260401I","SC2",0.231146663,4.622933388,16327,3,16324,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F06","23ZZ260401I","FLUA",0,0,17061,0,17061,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F06","23ZZ260401I","FLUB",0,0,17061,0,17061,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F06","23ZZ260401I","RSV",0,0,17061,0,17061,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"F06","23ZZ260401I","SC2",0.221201375,4.424027443,17061,3,17058,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G01","26JJ260402I","FLUA",0,0,17355,0,17355,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G01","26JJ260402I","FLUB",0,0,17355,0,17355,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G01","26JJ260402I","RSV",0.217453823,4.349076271,17355,3,17352,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G01","26JJ260402I","SC2",0.072480433,1.449608684,17355,1,17354,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G02","26JJ260402I","FLUA",0.155464292,3.109285831,16183,2,16181,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G02","26JJ260402I","FLUB",0,0,16183,0,16183,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G02","26JJ260402I","RSV",0.155464292,3.109285831,16183,2,16181,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G02","26JJ260402I","SC2",0.155464292,3.109285831,16183,2,16181,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G03","26JJ260402I","FLUA",0,0,16916,0,16916,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G03","26JJ260402I","FLUB",0.074361481,1.487229586,16916,1,16915,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G03","26JJ260402I","RSV",0.074361481,1.487229586,16916,1,16915,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G03","26JJ260402I","SC2",0.223097622,4.461952209,16916,3,16913,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G04","23ZZ260402I","FLUA",0.077223912,1.544478178,16289,1,16288,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G04","23ZZ260402I","FLUB",0,0,16289,0,16289,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G04","23ZZ260402I","RSV",0,0,16289,0,16289,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G04","23ZZ260402I","SC2",0,0,16289,0,16289,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G05","23ZZ260402I","FLUA",0,0,15337,0,15337,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G05","23ZZ260402I","FLUB",0,0,15337,0,15337,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G05","23ZZ260402I","RSV",0,0,15337,0,15337,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G05","23ZZ260402I","SC2",0,0,15337,0,15337,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G06","23ZZ260402I","FLUA",0,0,16773,0,16773,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G06","23ZZ260402I","FLUB",0,0,16773,0,16773,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G06","23ZZ260402I","RSV",0.074995473,1.499909401,16773,1,16772,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G06","23ZZ260402I","SC2",0.224999845,4.499997139,16773,3,16770,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"H01","26JJ260403I","FLUA",0,0,17805,0,17805,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"H01","26JJ260403I","FLUB",0,0,17805,0,17805,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"H01","26JJ260403I","RSV",0.141301021,2.826020479,17805,2,17803,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"H01","26JJ260403I","SC2",0.070648521,1.412970424,17805,1,17804,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"H02","26JJ260403I","FLUA",0.075685889,1.513717771,16620,1,16619,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"H02","26JJ260403I","FLUB",0,0,16620,0,16620,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"H02","26JJ260403I","RSV",0.227071315,4.541426182,16620,3,16617,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"H02","26JJ260403I","SC2",0.151376337,3.027526855,16620,2,16618,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"H03","26JJ260403I","FLUA",0,0,16179,0,16179,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"H03","26JJ260403I","FLUB",0,0,16179,0,16179,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"H03","26JJ260403I","RSV",0.077748962,1.554979205,16179,1,16178,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"H03","26JJ260403I","SC2",0.155502737,3.110054731,16179,2,16177,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"H04","23ZZ260403I","FLUA",0,0,17233,0,17233,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"H04","23ZZ260403I","FLUB",0.072993562,1.459871292,17233,1,17232,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"H04","23ZZ260403I","RSV",0.072993562,1.459871292,17233,1,17232,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"H04","23ZZ260403I","SC2",0.14599137,2.919827461,17233,2,17231,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"H05","23ZZ260403I","FLUA",0,0,17272,0,17272,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"H05","23ZZ260403I","FLUB",0,0,17272,0,17272,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"H05","23ZZ260403I","RSV",0,0,17272,0,17272,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"H05","23ZZ260403I","SC2",0.291340262,5.826805115,17272,4,17268,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"H06","23ZZ260403I","FLUA",0,0,15756,0,15756,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"H06","23ZZ260403I","FLUB",0.079836354,1.596727133,15756,1,15755,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"H06","23ZZ260403I","RSV",0.079836354,1.596727133,15756,1,15755,11,"NOT A CONTROL",0,0,0,0,,,,,1,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"H06","23ZZ260403I","SC2",0,0,15756,0,15756,11,"NOT A CONTROL",0,0,0,0,,,,,0,0,0,"04.07.26_GT_fiveplex3_QX600.csv"
"G04","NEG","FLUA",0,0,15945,0,15945,3,"Control",,0,0,0,,,0,0,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"G05","NEG","FLUA",0,0,16320,0,16320,3,"Control",,0,0,0,,,0,0,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"G06","NEG","FLUA",0,0,18894,0,18894,3,"Control",,0,0,0,,,0,0,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"F04","POS","FLUA",18.37768173,367.5536499,16685,242,16443,3,"Control",,0,0,0,0,0,,,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"F05","POS","FLUA",20.10357857,402.0715637,17029,270,16759,3,"Control",,0,0,0,0,0,,,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"F06","POS","FLUA",17.1533947,343.0679016,18384,249,18135,3,"Control",,0,0,0,0,0,,,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"H04","NTC","FLUA",0,0,17163,0,17163,3,"Control",,0,0,0,,,,,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"H05","NTC","FLUA",0,0,16249,0,16249,3,"Control",,0,0,0,,,,,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"H06","NTC","FLUA",0,0,17766,0,17766,3,"Control",,0,0,0,,,,,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"G04","NEG","FLUB",0,0,15945,0,15945,3,"Control",,0,0,0,,,0,0,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"G05","NEG","FLUB",0,0,16320,0,16320,3,"Control",,0,0,0,,,0,0,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"G06","NEG","FLUB",0,0,18894,0,18894,3,"Control",,0,0,0,,,0,0,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"F04","POS","FLUB",13.87236023,277.4472046,16685,183,16502,3,"Control",,0,0,0,0,0,,,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"F05","POS","FLUB",15.23438358,304.6876831,17029,205,16824,3,"Control",,0,0,0,0,0,,,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"F06","POS","FLUB",13.4134655,268.2693176,18384,195,18189,3,"Control",,0,0,0,0,0,,,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"H04","NTC","FLUB",0,0,17163,0,17163,3,"Control",,0,0,0,,,,,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"H05","NTC","FLUB",0,0,16249,0,16249,3,"Control",,0,0,0,,,,,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"H06","NTC","FLUB",0,0,17766,0,17766,3,"Control",,0,0,0,,,,,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"G04","NEG","RSV",0,0,15945,0,15945,3,"Control",,0,0,0,,,0,0,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"G05","NEG","RSV",0,0,16320,0,16320,3,"Control",,0,0,0,,,0,0,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"G06","NEG","RSV",0,0,18894,0,18894,3,"Control",,0,0,0,,,0,0,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"F04","POS","RSV",25.12761116,502.5522156,16685,330,16355,3,"Control",,0,0,0,0,0,,,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
"F05","POS","RSV",21.60559464,432.1118774,17029,290,16739,3,"Control",,0,0,0,0,0,,,,,0,"04.10.26_GT_fiveplex4_QX600.csv"
